AC009803.17-1	12	114639907	114640200
AC026765.22	12	113659893	113660003
AL353692.14-1	6	90589735	90589835
AL355987.31-1	9	138827058	138829812
AC006017.2-3	7	151456985	151457708
AL122001.32-2	1	46634119	46634336
AC013437.8-10	2	143574812	143574880
AC013437.8-9	2	143572868	143572935
AC090669.9	12	112870928	112871000
AL355598.26-1	10	120810487	120810613
AC013437.8-8	2	143572455	143572521
AC013437.8-7	2	143570728	143570796
AC006017.2-2	7	151396920	151397023
AC013437.8-3	2	143566948	143567016
AC006017.2-1	7	151353212	151353493
AC013437.8-2	2	143565551	143565621
AC013437.8-1	2	143564541	143564607
AL157388.12	10	120535391	120535465
AL356865.19-2	10	120393269	120393700
AC005879.3	10	119954514	119954675
AC117456.6-1	3	180294385	180294489
AC092156.2-10	2	140698191	140698261
AC092156.2-9	2	140697147	140697215
AC092156.2-8	2	140695528	140695595
AC092156.2-7	2	140694558	140694601
AC092156.2-5	2	140694408	140694473
AC092156.2-4	2	140691609	140691676
AC092156.2-3	2	140691532	140691599
AC092156.2-2	2	140691457	140691520
AC078851.4-1	2	140456723	140456957
AC026355.13-1	3	178784487	178784722
SNORA70	2	215419916	215420050
AC119040.5	3	176939753	176939856
U2	6	86579808	86579975
5S_rRNA	14	102853010	102853126
5S_rRNA	18	28010011	28010129
AC016670.7	2	80325259	80325354
AC097523.4	2	138762069	138762767
AC069218.13	3	175577728	175578489
AL590226.23-1	9	138630582	138631119
AC016825.12	10	118499551	118499928
AL121833.10	6	90068668	90068774
AC007919.18	3	173903608	173903708
RPL23AP64	11	118378881	118379120
AP003392.2-2	11	118370594	118370680
AP004609.1-3	11	118346418	118346511
AP004609.1-2	11	118307131	118307396
AC011328.11	10	118158759	118158975
AC022542.5	10	117719904	117720162
AL138919.12-1	6	88612087	88612384
AL133211.9	6	88487352	88487454
AC117476.6-1	3	172042581	172042655
AC026316.16	3	171854329	171854742
RP11-373A6.1	9	29244054	29244423
SNORD14	11	122435253	122435340
snoU2_19	7	62273753	62273832
U6	4	165761334	165761439
U4	11	93167388	93167586
AL592063.10	1	211849662	211849806
hsa-mir-1283-2	19	58953298	58953384
SNORA26	4	53309061	53309183
Y_RNA	1	153359590	153359698
AC010422.7-4	19	12601548	12601599
U6	24	4103026	4103131
SNORD113	14	100519016	100519087
AC093724.3	2	132197291	132198322
AC007849.24-1	3	170909777	170910252
AC074033.18	3	170684153	170684502
AC073869.5-19	2	131935060	131935638
AC073869.5-17	2	131859603	131859674
AC073869.5-16	2	131859534	131859601
AC073869.5-11	2	131856610	131856679
AC073869.5-10	2	131856541	131856608
AC073869.5-8	2	131854127	131854194
AC073869.5-7	2	131853719	131853784
AC073869.5-4	2	131846140	131846207
AC073869.5-3	2	131843759	131843827
AC073869.5-2	2	131836999	131837763
AL133384.12-1	10	116173519	116173816
AL138827.16	6	87849676	87849911
AL391417.7-1	6	87202286	87202575
AC006479.2	7	150075080	150075746
Y_RNA	1	35666003	35666081
SNORA40	2	135610668	135610795
U1	13	101229234	101229399
SRP_euk_arch	6	90244579	90244869
U6	11	57550754	57550860
SRP_euk_arch	2	60721344	60721639
hsa-mir-1468	23	62922607	62922692
AC068058.12	10	125660985	125661067
U6	5	180661574	180661677
Y_RNA	9	45645235	45645346
SNORD113	14	100528009	100528080
SNORD113	14	100490464	100490538
SNORA70	2	165252399	165252533
Y_RNA	13	101467304	101467420
U4	12	119213949	119214089
Y_RNA	2	55366658	55366768
AC005215.2	5	141894004	141894094
SNORA2	6	149957454	149957588
hsa-mir-29b-2	1	206042411	206042491
AC092025.3	7	149840679	149841666
AC140481.3	2	131130769	131132169
AC013269.10-1	2	130937429	130937737
AC004932.4-1	7	148927296	148927367
AC137055.12	12	110592037	110592570
AC004941.2-2	7	148734088	148734159
AC004941.2-1	7	148684678	148684753
AC005856.1	17	56584011	56584752
AC015876.10	17	56393934	56394036
AC079005.9-2	17	56218375	56218445
AC068137.8-14	2	130754267	130754337
AC068137.8-13	2	130754209	130754266
AC068137.8-12	2	130754147	130754207
AC068137.8-5	2	130747699	130747771
AC068137.8-2	2	130746454	130746521
AC068137.8-1	2	130746315	130746383
AC128686.7	3	168011639	168012070
AC072046.11	3	167870485	167870608
AC018804.9	2	130703422	130705656
AC104629.10-3	3	167361600	167361667
AC104629.10-2	3	167361187	167361253
AC037475.9	17	55865866	55866442
AC022023.7	10	115861163	115861266
RP11-39K24.2	9	5030945	5031940
RP11-32I2.1	9	28588666	28589290
AC104763.12-1	17	55659913	55659985
AC073140.5-1	7	148218292	148218537
AC006323.3	7	148112330	148112418
KRT18P30	6	86054163	86055450
AC018865.4-1	2	130583248	130583353
AC112491.4-1	3	162669666	162669747
AC005229.2-1	7	147908426	147908825
AC079405.4-1	7	147268029	147268326
AL136380.22	1	45170582	45170685
SNORD23	18	17284612	17284715
U6	5	11080312	11080419
U6	17	4469793	4469896
5S_rRNA	10	29203328	29203442
AL672032.6-1	23	133638881	133638967
U1	6	53192018	53192181
Y_RNA	4	41000011	41000111
AC069224.16-1	3	161918921	161919005
SNORA42	21	32671367	32671502
U6	10	35579893	35579986
AC116154.2	8	96760242	96760319
Y_RNA	13	94761085	94761210
U6	1	181217970	181218076
7SK	14	96174284	96174604
SNORD74	23	28852102	28852176
U6	23	132493417	132493520
hsa-mir-365-1	16	14310643	14310729
U6	3	64472471	64472573
hsa-mir-520e	19	58870777	58870863
Y_RNA	14	73394517	73394621
U6	12	49313323	49313426
hsa-mir-933	2	175740607	175740683
AC009299.5	2	161914974	161915117
Y_RNA	10	94084200	94084301
Y_RNA	7	37441243	37441344
SRP_euk_arch	4	55776550	55776843
AC096579.1-7	2	88847950	88848045
AL049798.7	1	166983658	166983744
U6	1	12904961	12905067
Z97352.1	6	130110570	130110659
U6	5	137432943	137433046
SNORA9	13	72058819	72058949
SRP_euk_arch	11	117443162	117443462
U6	18	43950153	43950259
AC106862.3	7	143083351	143085550
AC008687.5-3	19	54260091	54260637
AC073264.5-3	7	142981959	142982062
AC021654.25	3	161008977	161009053
AC008687.5-1	19	54220531	54221305
AC007241.3-4	24	18904127	18904221
Y_RNA	21	17870987	17871095
U6	19	22529903	22530009
Y_RNA	9	37150134	37150234
AL139318.9	13	93915555	93915645
5S_rRNA	7	139716707	139716815
U6	3	196416805	196416911
SRP_euk_arch	10	69437483	69437780
AL157702.10-2	9	115594453	115594541
AL133269.17	6	153261262	153261363
AC073342.3-2	7	142705732	142706027
AL445486.10	10	114820980	114821437
AC110926.5-1	2	127765605	127765853
AC007834.40-2	12	108788409	108788697
AC007834.40-1	12	108711163	108711321
AC100832.2-2	17	54383335	54383540
AC025521.20	17	54268259	54268336
RP11-20P5.2	9	28138209	28139228
AC007623.33-1	12	108542430	108542519
U66061.1-28	7	142220395	142221097
U66061.1-27	7	142205268	142205314
U66061.1-26	7	142205051	142205103
U66061.1-25	7	142204931	142204978
U66061.1-24	7	142204810	142204859
U66061.1-22	7	142204509	142204554
U66061.1-21	7	142204372	142204422
AP002964.2	11	115696271	115696371
U66061.1-20	7	142204177	142204226
U66061.1-16	7	142196037	142196087
U66061.1-15	7	142195442	142195491
AC019159.8	2	125154971	125155040
U66061.1-13	7	142194692	142194739
U66061.1-11	7	142127703	142128316
AL356962.8-2	6	76859271	76859377
AL356962.8-1	6	76803795	76803931
U66061.1-8	7	142058172	142058639
U66061.1-2	7	142015233	142015905
AL359260.20-1	10	112326109	112326208
AL136093.8-2	6	76632401	76632501
AL136093.8-1	6	76631692	76631772
AL109897.30	6	76534496	76534595
U66060.1-21	7	141981607	141982075
U66060.1-20	7	141976532	141976964
U66060.1-19	7	141969589	141970035
5S_rRNA	8	28961930	28962040
U66060.1-16	7	141943473	141943910
U66060.1-15	7	141932825	141933274
U66060.1-14	7	141924413	141924896
TRB@	7	141917894	141918366
U66060.1-13	7	141908693	141909159
U66060.1-12	7	141900477	141900960
U66060.1-10	7	141888557	141889023
U66060.1-8	7	141875852	141876280
U66060.1-6	7	141860651	141861143
U66060.1-4	7	141851028	141851492
TMEM185B	2	120695970	120697022
AC012363.6-4	2	120689165	120689235
AC012363.6-3	2	120689107	120689164
AP003402.3-2	11	112986610	112986679
AC012363.6-2	2	120687323	120687389
AP003402.3-1	11	112938206	112938288
AC012363.6-1	2	120686913	120686980
U66060.1-2	7	141823636	141824097
U66059.1-19	7	141793461	141793910
U66059.1-18	7	141776154	141776601
U66059.1-17	7	141768395	141768844
AC005962.1	17	53589359	53590164
U66059.1-16	7	141760404	141760878
U66059.1-13	7	141749279	141749713
U66059.1-12	7	141720969	141721465
AL356057.12-1	6	76359491	76359551
AL445465.10-1	6	76165296	76165503
AC092455.4-2	2	120391364	120391456
AC092455.4-1	2	120345467	120345630
AC117394.10-1	3	154334698	154335000
U66059.1-10	7	141709095	141709548
U66059.1-9	7	141695655	141696087
U66059.1-8	7	141691835	141692288
U66059.1-7	7	141678521	141679009
U66059.1-6	7	141674660	141675092
AC091181.8	17	52710674	52711053
AP003100.3	11	112053855	112053924
U66059.1-4	7	141659531	141659984
U66059.1-3	7	141654907	141655366
AP002884.5-1	11	111643223	111644304
AC003950.1	17	52651495	52651556
AC004979.1-4	7	141148667	141148734
AC078816.16-1	3	152480500	152480815
AC016673.5-1	2	119643868	119644161
AC093087.3-3	7	139721834	139721935
AC093087.3-2	7	139716708	139716796
AC009303.3-1	2	118490429	118490715
RP11-535I8.1	9	27598385	27600743
AP001781.5-1	11	111197118	111197595
AC117386.4	3	151278206	151278308
SNORD81	1	172099907	172099983
U6	4	53826385	53826491
hsa-mir-1300	15	51017859	51017946
Y_RNA	23	21800746	21800847
AC008745.7	19	52989535	52989971
AC117395.5-1	3	151117840	151117926
AC012365.6-9	2	117500415	117500481
AL593851.6-1	9	134884659	134886082
AC012365.6-4	2	117498913	117498981
AC012365.6-3	2	117497887	117497961
AC012365.6-2	2	117496260	117496328
AC012365.6-1	2	117495240	117495310
AC007649.12-1	12	106189230	106189301
AC073522.19	3	150557682	150558022
AC068542.5-1	2	115411488	115411751
AC105050.2	2	114755131	114755222
hsa-mir-744	17	11925941	11926038
SNORA7	11	3900373	3900509
AL445645.10	9	134719026	134719090
AC104653.5	2	114322182	114322283
AP003027.3-1	11	108334980	108335354
AC013429.12	7	137817767	137817868
AC024082.6-1	7	137426517	137426727
AC008514.8-3	5	170194977	170195047
SNORA20	23	5338163	5338292
5S_rRNA	7	114041078	114041197
SNORD113	14	100519966	100520037
5S_rRNA	23	134389759	134389876
7SK	20	17504851	17505155
SRP_euk_arch	16	65610923	65611219
hsa-mir-606	10	76982222	76982317
SRP_euk_arch	15	73372069	73372334
SNORA70	5	87714345	87714480
5S_rRNA	10	95260315	95260427
hsa-mir-649	22	19718465	19718561
U6	5	175063507	175063613
U6	10	35271903	35272007
U1	8	136823768	136823920
Y_RNA	9	44959788	44959899
Y_RNA	2	222977948	222978058
5S_rRNA	1	78333076	78333190
Y_RNA	6	18381375	18381476
hsa-mir-1226	3	47866049	47866123
U6	10	104618168	104618266
Y_RNA	1	178754775	178754878
AL354872.9-2	1	70756217	70756334
AL136373.21	1	46778603	46778693
SSU_rRNA_5	9	33646498	33646965
U6	5	156173719	156173823
SRP_euk_arch	23	95165015	95165314
Y_RNA	7	137510331	137510422
AC136188.2	12	72579917	72579999
SRP_euk_arch	17	15252426	15252728
AC100817.5-1	8	56752346	56752437
U4	18	32098750	32098888
U6	10	27417256	27417362
Y_RNA	17	7110098	7110209
AP001005.6-3	18	38162	38272
5S_rRNA	13	57463485	57463599
AL049647.7-2	20	19269940	19270016
Y_RNA	4	170162975	170163070
U6	22	29147034	29147137
U6	3	197920127	197920232
AC093028.13	12	124307168	124307256
AC008752.6-1	19	9792204	9792281
U3	5	149055505	149055715
U3	23	121801960	121802178
AP001282.4-1	11	106202328	106203826
AL160271.19-1	9	133590381	133590675
AC008635.6-1	19	51908452	51908523
AC093503.2-1	19	51883894	51884165
AC018450.26-1	3	144377817	144379997
RP11-337A23.5	9	26870176	26870547
AC096540.2	1	42551886	42552058
AL358781.19	9	133364617	133365358
U1	8	129080559	129080722
SRP_euk_arch	18	54621233	54621541
AC100832.2-3	17	54421011	54421097
AC090282.6	17	3079033	3079122
Y_RNA	23	122818593	122818694
AC024158.5	3	3663140	3663262
Y_RNA	11	33149503	33149612
Y_RNA	7	137750765	137750859
U11	1	28847699	28847832
Y_RNA	1	111108553	111108651
AC104651.2	2	112404275	112404513
AP003304.2-1	11	103617999	103618060
AP003461.2-9	11	102783318	102783382
AP003461.2-8	11	102783180	102783247
AP003461.2-7	11	102782085	102782152
AP003461.2-6	11	102782009	102782075
AP003461.2-3	11	102780178	102780245
AP003461.2-2	11	102780106	102780173
AL445933.32	1	41705195	41705285
AC093151.2	1	41502880	41503121
AC007785.1-2	19	51272384	51272486
AL157386.14-1	10	104275734	104275993
RP11-315I14.5	9	23671892	23672660
AC083873.3	7	132418129	132418226
AC087882.17	12	101052699	101052787
5S_rRNA	1	226810117	226810225
AC133435.2	3	143256435	143256926
AC112504.6-1	3	143066539	143066811
AC093106.3-2	7	131089045	131089320
AC093106.3-1	7	130997245	130997923
AC084398.25-2	12	100845690	100845753
AC063950.37-1	12	100707724	100707823
AC109815.5	2	110826568	110826951
AL354898.10-1	9	132315066	132315162
5S_rRNA	4	40686928	40687047
SNORA32	21	41833003	41833123
U5	2	15922510	15922626
U6	12	115704293	115704396
5S_rRNA	14	51229220	51229329
Y_RNA	8	102044339	102044447
SNORA73	18	51897623	51897823
Y_RNA	2	43701521	43701627
AC103816.2	8	85370793	85370878
Y_RNA	14	66876538	66876646
U6	11	101689663	101689770
Y_RNA	1	35434157	35434250
SRP_euk_arch	15	30526171	30526449
SNORA3	12	83101234	83101358
AP001527.5	11	101434248	101434349
U1	24	26484514	26484677
AC007333.8	16	50846864	50846962
Y_RNA	16	56674473	56674573
hsa-mir-361	23	85045297	85045368
U2	1	143656029	143656218
AC024933.34	3	140589828	140589896
AC138031.2	5	180831570	180832035
AC138036.2-1	5	180661575	180661677
AC117389.5	3	139961461	139961738
AC024085.5-2	7	129771495	129771592
AC024085.5-1	7	129746357	129746456
AP000620.4-1	11	100017916	100018195
AC040162.5	16	66469061	66469144
7SK	5	17398725	17399061
AL096864.12	10	83799998	83800084
U6	2	38965205	38965311
U6	1	184547580	184547683
AL392105.13-1	9	131922906	131923009
AP001877.5-1	11	95212849	95212935
Y_RNA	10	38323797	38323909
U6	2	147969476	147969578
U6	2	38228061	38228167
SRP_euk_arch	4	185437083	185437378
SRP_euk_arch	8	55495581	55495891
AL158154.28-4	9	83610731	83610816
snoU2-30	11	93094611	93094680
U6	8	41009568	41009674
AC011478.3	19	35796967	35797067
AP000263.1	21	32386462	32386602
AL353147.10-6	10	20112492	20112595
AC091133.11-2	17	44420669	44420954
AC022413.4-1	5	180269444	180269530
AC009244.25-1	7	128837190	128837447
AC092106.5	2	106230259	106230631
AC068531.9-2	17	44299215	44299480
AC009505.3	2	105865912	105866276
AL627424.8-1	10	103372607	103372706
AL603910.6-1	6	74242364	74242524
7SK	20	33432711	33433024
Y_RNA	1	183866183	183866283
U6	1	90491602	90491705
SRP_euk_arch	17	2407842	2408138
U6	16	67598456	67598555
SNORD75	4	78842924	78842981
hsa-mir-576	4	110629303	110629400
Y_RNA	2	236726454	236726555
AL583860.7	10	128235522	128235623
SRP_euk_arch	11	100017919	100018214
AL009174.1	23	132708441	132708539
AC074323.4	10	80180365	80180460
SNORA51	7	137523284	137523415
SRP_euk_arch	12	92748983	92749277
hsa-mir-25	7	99529119	99529202
5S_rRNA	7	65652992	65653116
U6	10	84817698	84817803
RP11-315I14.1	9	23622104	23622353
AP003499.2-1	11	92929727	92930020
Y_RNA	4	121087734	121087835
SNORD77	15	31050220	31050287
SRP_euk_arch	1	218811706	218812000
SNORD89	2	101255830	101255943
AL391384.18-2	13	72323227	72323308
Y_RNA	12	121818599	121818700
AL157931.17	13	22449994	22450136
hsa-mir-1237	11	63892650	63892751
U6	24	7306713	7306820
Y_RNA	12	126669834	126669945
U6	16	21560880	21560982
hsa-mir-1255a	4	102470482	102470594
AC007239.3	2	102626678	102626773
AC018638.5-2	7	128089691	128090285
AC018638.5-1	7	128054463	128054565
AC122713.2	5	179445323	179446648
AC007248.4	2	102232746	102233153
AP005435.2-1	11	89237927	89238152
AC015674.12	17	43188511	43188575
Y_RNA	12	49423618	49423734
U6	9	109465242	109465348
hsa-mir-597	8	9636592	9636688
7SK	4	4973381	4973692
U6	1	116757911	116758014
U6	8	97512458	97512564
hsa-mir-640	19	19406872	19406967
AL590683.16	1	24426994	24427107
SNORD86	20	2584743	2584828
U6	4	109792755	109792861
Y_RNA	6	76694950	76695062
Vault	5	140085928	140086009
Y_RNA	2	208260929	208261028
SNORD96	23	109354869	109354947
hsa-mir-455	9	116011535	116011630
Y_RNA	6	31739044	31739157
U4	3	197958460	197958592
AC118282.4-3	4	48894789	48894871
Y_RNA	1	149121551	149121635
hsa-mir-130a	11	57165247	57165335
U6	4	109008412	109008515
5S_rRNA	1	226839466	226839584
U6	12	130865761	130865866
hsa-mir-99a	21	16833280	16833360
Y_RNA	10	69932915	69933022
U6	4	111418794	111418896
U4	1	92938964	92939079
AC007402.3	2	51515764	51515860
7SK	9	25078826	25079149
SNORA44	1	28779480	28779611
SNORA51	8	60212485	60212615
U6	21	15908473	15908579
U6	23	75381771	75381877
U6	23	41918476	41918582
U4	8	124536402	124536528
AC023510.16-2	12	25052182	25052272
U1	21	19639336	19639500
AL583856.6	6	71375486	71375758
AC073934.1	7	127076038	127076113
AC083905.20-1	3	134866460	134866566
AP000720.4	11	88666557	88667062
AC068538.8	2	100573947	100574218
AC069278.1	19	49668203	49669228
AC068152.11-1	17	42474194	42474469
AP001102.5	11	86647539	86647966
AC013283.23-1	12	97508632	97509114
AC004098.1	17	42154132	42154717
AC007437.16	12	96121200	96121266
AP000654.4	11	86221278	86221791
AC005829.1-2	17	41692691	41693749
AC005829.1-1	17	41677240	41678190
AP001148.4-1	11	85712702	85712988
AC005521.1	7	123907814	123908682
BX936347.3	23	153309731	153309989
AC104117.2	5	178269314	178270212
AC020633.3	3	133602787	133603329
RPL31P37	7	121661821	121662197
AC022096.7	5	177979428	177979599
AC008128.19-1	12	94590212	94590975
AL391500.13	6	66603565	66604668
AL929472.21-2	1	38020878	38021144
AC018758.2	19	48603783	48604007
AC006979.2	7	121163733	121164001
U6atac	3	36984686	36984811
AC108073.3-1	4	189097780	189097966
AC097521.2-1	4	188793449	188793581
AL441886.18-1	10	101769342	101769428
AC109517.4	4	187486866	187487747
AL021368.1-3	6	58279892	58279948
AL021368.1-2	6	58264409	58264478
AL034379.8	1	37727905	37728116
AP000893.5	11	82346110	82346912
AC023161.24-1	12	93433383	93433667
AC073655.26-1	12	93279130	93279433
AP002783.3-6	11	80945114	80945182
AP002783.3-5	11	80942726	80942796
AC136940.2	5	177331334	177331888
AC079395.6-2	2	97010748	97010848
AC093026.3-1	12	92926728	92926954
AC079395.6-1	2	96986190	96986279
AC025260.29-1	12	92427394	92427676
AC004888.1	7	120100157	120100262
AC091320.5	7	119015497	119015873
AC097105.10-1	3	132013385	132013629
AC007722.9	17	39841953	39842252
AC023162.41-1	3	130792882	130793097
RP11-370B11.1	9	22737699	22738227
AC106873.3-1	7	116371615	116371704
AC002543.1	7	116337180	116337254
Y_RNA	8	100609230	100609331
hsa-mir-133a-1	18	17659657	17659744
SNORD41	19	12678263	12678332
SNORD18	15	64580642	64580710
hsa-mir-369	14	100601688	100601757
7SK	15	56783328	56783645
SRP_euk_arch	1	93212974	93213268
7SK	14	36132773	36133103
5S_rRNA	3	134911610	134911701
Y_RNA	1	40472003	40472113
Y_RNA	1	183869828	183869937
SCARNA6	2	233862061	233862325
hsa-mir-129-1	7	127635161	127635232
Y_RNA	9	76986256	76986357
AC093824.3-1	4	186269369	186269429
AC090642.11	12	87784551	87784646
AC137932.1	16	87979791	87979950
Y_RNA	6	7132814	7132918
U6	4	77496787	77496892
hsa-mir-515-2	19	58880075	58880157
SNORA64	7	12706908	12707039
AC091559.7	8	15423764	15423846
AC130365.5-5	8	7748429	7748523
5S_rRNA	1	161704907	161705019
U6	8	37645574	37645681
SNORA28	14	102873939	102874064
Y_RNA	10	13593212	13593319
U6	21	46769959	46770063
SRP_euk_arch	11	130379235	130379534
AC013272.5-1	2	96034038	96034321
AC091516.8	12	86969602	86969692
AC092148.6	7	113569193	113569287
AC079598.13-2	12	86701356	86702467
AC079080.5-2	4	185457276	185457794
AC079080.5-1	4	185437083	185437380
AC126471.4	12	84485787	84486151
AC004112.2-2	7	111802794	111802861
AC004112.2-1	7	111801542	111801609
AL354896.16	13	87638115	87638176
hsa-mir-521-2	19	58911660	58911746
Y_RNA	6	17845668	17845769
AC114956.2	5	43532164	43532251
SNORA42	7	6023034	6023168
SCARNA20	1	170003809	170003938
U1	1	243363852	243364015
U6	23	115868835	115868941
Y_RNA	19	61308597	61308691
SNORA76	17	59577431	59577563
hsa-mir-656	14	100602814	100602891
AC004142.2-2	7	110536576	110536649
AC004142.2-1	7	110512695	110512767
AC090680.11	12	82069241	82070100
AC079595.19-1	12	81939800	81939900
AC103563.5-1	2	95033017	95033315
AL031885.3	6	54457922	54458622
AC073464.5-1	2	94766809	94767690
AC128677.4	2	91492904	91494223
AC027612.6-1	2	91299693	91300742
AC018696.4	2	91097901	91098177
RP11-492I2.1	1	50353196	50353541
AC079945.21-1	3	129875215	129875554
AC073416.8-8	2	89897079	89897555
AC073416.8-7	2	89886225	89886702
AC073416.8-3	2	89830253	89830729
AC068798.26	12	79854446	79855824
AC009958.3-8	2	89745835	89746387
AC009958.3-4	2	89645170	89645461
AP003175.2	11	74467950	74468822
AC009958.3-2	2	89613009	89613796
AP001324.4-1	11	74087037	74087517
AC110080.2-8	2	89410986	89411308
AC093844.3-1	4	184432610	184432711
AC099397.5	4	184334907	184335035
AC092945.6-1	12	79261470	79261702
AC110080.2-7	2	89400496	89400972
AC110080.2-6	2	89378134	89378610
AC110080.2-5	2	89348871	89349347
AC110080.2-4	2	89325377	89326164
AC110080.2-3	2	89294021	89294497
AC020956.8	19	47025562	47026831
AC116654.4-4	2	89223170	89223706
IGKC	2	89197946	89198423
AC116654.4-2	2	89180465	89180942
AC027288.26-1	12	78442785	78443081
AC096767.3-3	2	89107781	89108296
IGKC	2	89090592	89091069
AC096767.3-2	2	89059100	89059618
IGKC	2	89046894	89047372
IGKV1-5	2	89027932	89028409
AC068993.14	12	77711432	77712025
AC096579.1-6	2	88977926	88978417
