2	225747774	2	225748672	DIST	64
11	133864291	11	133864940	DIST	60
1	222313394	1	222314225	DIST	60
7	66697107	7	66697650	DIST	61
12	24832084	12	24833197	DIST	67
9	103259452	9	103260505	DIST	64
11	131429637	11	131435237	RF	63
3	82773830	3	82774412	DIST	63
19	60711723	19	60712286	DIST	61
17	17170859	17	17172113	DIST	64
9	135853258	9	135853914	DIST	58
4	182113720	4	182115661	DIST	64
13	109859098	13	109859667	DIST	61
6	137355057	6	137355925	DIST	64
15	87669010	15	87669588	DIST	63
19	56867447	19	56869437	DIST	60
14	30055857	14	30056516	DIST	63
13	67834728	13	67835474	DIST	66
3	117687187	3	117687954	DIST	60
13	23827665	13	23828374	DIST	37
3	180032559	3	180033736	DIST	63
20	61195087	20	61196425	DIST	58
12	3535200	12	3535785	DIST	66
7	157745135	7	157745735	DIST	63
19	62702458	19	62702989	DIST	63
6	34807860	6	34809324	DIST	66
2	132743640	23	43548735	DIST	38
1	16924670	1	232978816	RR	60
10	72926419	10	72926950	DIST	63
3	196311626	3	196312432	DIST	63
11	43865882	11	43866565	DIST	66
10	127734996	10	127736144	DIST	63
10	100014948	10	100015695	DIST	63
7	53670087	7	53670684	DIST	61
4	89066453	4	89077805	RR	63
13	48207845	13	48208384	DIST	58
3	45584534	3	45585362	DIST	57
7	100397551	7	100398094	DIST	63
22	47930164	22	47930734	DIST	60
11	124801361	11	124801895	DIST	60
13	30315952	13	30316644	DIST	57
18	74715243	18	74715787	DIST	60
9	83513998	9	83516850	DIST	66
14	95463679	14	95464350	DIST	61
7	67363943	7	67364692	DIST	60
13	93951858	13	93952534	DIST	47
18	20244407	18	20246119	DIST	57
18	36260143	18	36261183	DIST	63
6	100141051	6	100142276	DIST	64
2	240229675	2	240230206	DIST	37
18	53097365	18	53099786	DIST	58
4	185090349	4	185090938	DIST	64
22	44342915	22	44343542	DIST	63
2	201854662	2	201857851	DIST	67
1	244222306	1	244223049	DIST	63
10	132048180	10	132048966	DIST	60
3	178845653	3	178846282	DIST	66
1	27807632	1	27808204	DIST	61
20	1336772	20	1338869	DIST	60
12	4952129	12	4953412	DIST	60
3	198418771	3	198423863	DIST	66
16	69534898	16	69537442	DIST	63
22	32081387	22	32081944	DIST	63
20	61258504	20	61259102	DIST	63
7	66750720	7	66751267	DIST	63
11	11779465	11	11781538	DIST	54
2	159857085	2	159859998	DIST	63
18	61874409	18	61883358	DIST	66
3	164008158	3	164030156	FF	63
2	176973744	2	176980503	DIST	63
7	70849536	7	70851001	DIST	66
1	58516125	1	58517435	DIST	67
6	24791821	22	31258146	DIST	54
6	158468215	6	158469421	DIST	66
6	1423010	6	1423678	DIST	61
1	223828542	1	223829283	DIST	58
1	202706699	1	202707481	DIST	64
19	7736543	19	7737111	DIST	57
13	105047974	13	105048537	DIST	57
6	57392572	6	57397372	DIST	60
9	36352601	9	36354202	DIST	60
12	42263399	12	42265935	DIST	63
22	25498001	22	25500175	DIST	63
3	188063663	3	188068343	DIST	67
2	111292752	2	111293419	DIST	64
22	16150273	22	16159443	DIST	64
6	121220499	6	121221043	DIST	64
11	48646409	11	48647012	DIST	61
13	112813616	13	112814283	DIST	64
10	6137196	10	6137940	DIST	66
21	43794576	21	43797759	DIST	66
7	144013297	7	144013842	DIST	53
11	45386309	11	45388525	DIST	63
4	8046599	4	8048112	DIST	63
12	111503673	12	111505132	DIST	64
1	37588940	1	37589598	DIST	64
22	33974880	22	33976295	DIST	61
4	152997899	4	152998760	DIST	60
6	30007318	6	30009515	DIST	43
16	69721557	16	69722284	DIST	64
7	155417851	7	155418439	DIST	64
22	35525943	22	35526580	DIST	64
12	69158254	12	69164614	DIST	64
11	69109864	11	69110774	DIST	63
2	154202954	2	154203595	DIST	64
17	38737297	17	38819164	RR	47
8	131757468	8	131758234	DIST	63
4	189427100	4	189427981	DIST	66
3	196972728	3	196973332	DIST	60
1	224073058	1	224073641	DIST	63
2	116581375	2	116582672	DIST	63
3	126418795	3	126420097	DIST	57
10	99024718	10	99027620	DIST	63
7	66768911	7	66769646	DIST	63
2	121514075	2	121515094	DIST	54
3	108520398	3	108523204	DIST	63
7	52487446	7	52488070	DIST	47
6	13650124	6	13650712	DIST	54
5	10042814	5	10043447	DIST	63
10	127180624	10	127186796	FF	60
12	5191151	12	5191725	DIST	44
2	3862668	2	3863216	DIST	63
5	90535451	5	90538208	DIST	63
3	171601858	3	171602626	DIST	47
2	2705090	2	2705778	DIST	60
15	62419803	15	62420560	DIST	60
7	157739176	7	157740361	DIST	63
17	640488	17	641086	DIST	60
8	32799507	8	32811194	DIST	54
2	16147457	2	16148058	DIST	63
10	44743041	10	44743793	RF	60
1	241491612	1	241492337	DIST	63
17	72753511	17	72754102	DIST	63
18	2462584	18	2463126	DIST	67
15	39804683	15	39805411	DIST	56
2	85792600	2	85793266	DIST	60
14	21022091	14	21024555	DIST	63
15	21658701	15	21659288	DIST	63
11	48323888	11	48330485	DIST	60
6	46075234	6	46075994	DIST	60
4	72960860	4	72961429	DIST	63
12	125765491	12	125766257	DIST	63
20	11595129	20	11596777	DIST	63
1	29593447	1	30651645	RR	60
1	224069101	1	224069867	DIST	64
1	79941476	9	67908477	DIST	49
1	246916140	1	246916834	DIST	66
6	13299351	17	62068061	DIST	63
7	148448794	7	148449544	DIST	54
7	16138157	7	16140896	DIST	66
13	36312117	13	36312874	DIST	57
3	84187300	3	84190147	DIST	63
6	7738110	6	7738869	DIST	63
20	43835820	20	43836380	DIST	60
12	47196799	12	47197849	DIST	63
7	36407336	7	36408554	DIST	63
3	136156429	3	136157521	DIST	63
3	182060409	3	182060995	DIST	63
17	136634	17	138741	DIST	45
8	1118232	8	1118813	DIST	64
9	82261118	9	82261979	DIST	64
13	49967028	13	49973181	DIST	60
3	24540127	3	24541544	RR	63
4	173224889	4	173229568	DIST	63
1	205608231	1	205612240	DIST	64
1	192326377	1	192326988	DIST	64
8	11532167	8	11532760	DIST	60
6	57530766	6	57537229	DIST	63
22	33788937	22	33789731	DIST	47
9	137618686	9	137620194	DIST	61
13	97519035	13	97519578	DIST	67
11	113930048	11	113937477	DIST	61
4	120246411	4	120247186	DIST	61
10	132261871	10	132262448	DIST	64
4	140167122	4	140167852	DIST	55
1	94060866	1	94064160	DIST	64
6	154661405	6	154663311	DIST	64
17	34908595	17	34909296	DIST	55
20	21233905	20	21236986	DIST	61
16	5477993	16	5478762	DIST	61
11	67939402	11	67940130	DIST	60
6	12539716	6	12540320	FF	63
8	18519912	8	18520805	DIST	61
15	25065743	15	25066276	DIST	63
1	222849126	1	222852787	DIST	63
1	9242021	1	9326423	RF	60
1	144544327	1	145860810	FF	46
3	185607955	3	185608573	DIST	63
10	95535259	10	95536679	DIST	63
11	93318637	11	93321257	DIST	63
4	189374144	4	189374970	DIST	57
12	1754027	12	1754568	DIST	66
20	15249674	20	15252118	DIST	66
8	1184462	8	1186268	DIST	52
17	210420	17	211083	DIST	57
11	27613605	11	27614388	DIST	63
16	13982768	16	13983300	DIST	57
1	208144409	1	208152750	DIST	63
17	4564505	17	4565095	DIST	60
3	134986130	3	134987853	DIST	63
7	137946915	7	137948117	DIST	63
10	127181432	10	127187452	DIST	63
8	2109062	8	2109765	DIST	48
9	96332566	9	96333317	DIST	63
8	49255697	8	49256722	DIST	63
2	229753744	5	71182642	DIST	60
9	138013239	9	138013868	DIST	63
22	48264375	22	48264947	DIST	63
2	120133626	2	120134593	RF	63
4	188922376	4	188922992	DIST	64
6	35862688	6	35874578	RF	63
7	14876584	7	14877350	DIST	54
13	101588433	13	101589156	DIST	60
15	98869103	15	98869981	DIST	63
7	26189278	7	26189829	DIST	60
10	61031678	10	61035152	DIST	63
6	100366716	6	100367277	DIST	60
16	22614405	16	22614961	DIST	63
20	59752699	20	59753305	DIST	57
4	7575279	4	7575928	DIST	46
7	157734038	7	157734581	DIST	63
3	185615055	3	185615593	DIST	57
9	37908016	9	37908587	DIST	51
18	74365342	18	74366247	DIST	63
4	5885394	4	5886151	DIST	63
1	95463069	1	95463824	DIST	64
1	229249562	1	229250141	DIST	55
16	2287585	16	2288253	DIST	60
1	19024253	1	19024953	DIST	61
14	96244802	14	96245671	DIST	60
20	61323174	20	61323733	DIST	57
8	23462879	8	23463932	DIST	63
8	42309258	8	42313653	DIST	57
7	4047376	7	4048835	DIST	57
11	1389731	11	1390417	DIST	60
4	121306407	4	121307012	DIST	63
1	222713293	1	222866436	RF	63
15	100049910	15	100050467	DIST	66
11	99195365	11	99196375	FF	63
10	15311497	10	15312092	DIST	57
20	59109317	20	59109994	DIST	63
1	112492992	1	112506327	DIST	63
6	161431322	6	161431940	DIST	54
8	125293042	8	125293591	DIST	66
8	82207314	8	82209317	DIST	64
17	113762	17	114323	DIST	43
5	176190553	5	176192329	DIST	54
14	92024485	14	92025058	DIST	41
5	120754947	5	120755493	DIST	46
15	60493040	15	60495122	DIST	63
1	72538598	1	72584539	DIST	63
7	152198643	7	152199227	DIST	57
7	133435309	7	133448990	DIST	64
9	66598481	9	66603058	RF	45
4	56005739	4	56006308	DIST	64
8	11282763	8	11284840	DIST	64
20	62066313	20	62067980	DIST	60
5	1245104	5	1246156	DIST	54
1	21658807	1	21659520	DIST	45
11	112122760	11	112123585	DIST	60
6	8282323	6	8286609	DIST	60
20	42109362	20	42110177	DIST	61
21	38785455	21	38785989	DIST	64
1	246905820	1	246907607	DIST	50
2	177924334	2	177924898	DIST	64
3	41311414	3	41312365	DIST	64
10	9559780	10	9560484	DIST	64
4	108193741	4	108194335	DIST	61
10	70984763	10	70985319	DIST	43
18	74396377	18	74398045	DIST	64
10	107940365	10	107941709	DIST	67
21	35936652	21	35937276	DIST	67
2	1579445	2	1580095	DIST	43
9	115403567	9	115404129	DIST	48
23	55189077	23	55202319	DIST	47
23	297207	23	297795	DIST	41
10	133837038	10	133837569	DIST	66
12	12436269	12	12438107	RR	63
16	47593510	16	47594067	DIST	60
21	42550831	21	42551420	DIST	60
10	7674530	18	9858822	DIST	63
8	146013574	8	146014147	DIST	60
17	2141490	17	2142065	DIST	63
14	90109381	14	90109929	DIST	52
3	196024728	3	196027609	RF	60
6	19531255	6	19531917	DIST	46
4	95737642	7	46870858	DIST	63
7	137645697	7	137646982	DIST	64
1	22016900	1	22017431	DIST	60
14	79175828	14	79185007	DIST	63
10	89689916	10	89702350	DIST	60
3	196024321	3	196027675	DIST	63
7	141947879	7	141950755	RF	63
16	68319336	16	68320255	FF	50
21	26296194	21	26296803	RR	63
1	227879115	1	227887857	DIST	63
7	157152181	7	157152858	DIST	57
8	37169683	8	37171091	DIST	63
5	170063387	5	170064107	DIST	63
16	68319562	16	68320548	RR	63
22	23779914	22	23782932	DIST	57
4	185810766	4	185811301	DIST	63
3	196990475	3	196991467	DIST	60
16	1387258	16	1387869	DIST	45
7	89648289	7	89650719	DIST	63
7	149331586	7	153421612	RR	57
10	47112277	10	47113196	DIST	63
18	6531253	18	6531867	DIST	48
4	115727179	4	115733580	DIST	66
10	80846618	10	80847257	DIST	60
1	143605438	1	143606821	DIST	63
3	170220930	3	170221736	DIST	66
3	46020652	3	46021334	DIST	54
10	89265521	10	89266709	DIST	63
7	39415442	7	39416518	DIST	66
14	67672664	14	67673749	DIST	63
2	41629348	2	41635075	DIST	64
10	119319841	10	119320433	DIST	64
3	32813266	3	32814198	DIST	39
19	1133349	19	1134276	DIST	57
16	23435704	16	23436368	DIST	63
4	185782474	4	185783043	DIST	57
20	59593863	20	59594395	DIST	63
10	12328809	10	12329533	DIST	66
3	196906521	3	196907081	DIST	66
2	113604462	2	113605064	DIST	60
22	34463138	22	34464307	DIST	63
17	40782933	17	40783484	DIST	57
15	96027550	15	96028112	DIST	60
7	65831009	7	73019870	RF	42
5	178573304	5	178573907	DIST	66
1	234615425	1	234618106	DIST	50
3	12464711	3	12465379	DIST	66
1	76884503	1	76885050	DIST	55
8	1273075	12	130249875	DIST	58
10	121143666	10	121144371	DIST	67
7	137950461	7	137951141	DIST	55
17	63739096	17	63739729	DIST	61
9	121396671	9	121397283	DIST	63
1	234345745	1	234346713	DIST	63
21	46481405	21	46483111	DIST	60
11	61701150	11	61701855	DIST	66
6	17484663	6	17489599	DIST	63
7	138759730	7	138760515	DIST	54
7	158647317	7	158647872	DIST	63
4	164735612	4	164736185	DIST	60
3	195553927	3	195554488	DIST	60
10	11020829	10	11021391	DIST	60
9	135750450	9	135751098	DIST	44
19	53956174	19	53957698	DIST	47
7	33674571	7	33675139	DIST	60
6	32700218	6	32700766	DIST	58
17	44392050	17	44392846	DIST	60
8	950876	8	955063	DIST	61
12	128974895	12	128975435	DIST	55
5	177653582	5	177654149	DIST	58
5	127199896	5	127201269	DIST	54
13	30324127	13	30324658	DIST	63
12	71525683	15	92689257	DIST	63
21	44031191	21	44031747	DIST	49
18	45948832	18	45952660	DIST	61
17	15803882	17	15804613	DIST	55
2	132749999	16	14488395	DIST	39
1	37195935	1	37196671	DIST	60
2	162040460	2	162042672	DIST	63
7	108288640	7	108289183	DIST	63
11	61974845	11	61975810	DIST	63
18	9214993	18	9215773	DIST	60
7	70058744	7	70076549	FF	63
15	21382418	15	21543658	FF	53
1	3706672	1	3707277	DIST	57
8	127261288	8	127263961	DIST	64
7	156965384	7	156965941	DIST	60
22	47175905	22	47176494	DIST	64
1	243553664	1	243554208	DIST	61
12	129589755	12	129590611	DIST	64
16	33771842	16	33772498	DIST	67
11	47843892	11	47844836	DIST	64
7	9600920	7	9602687	DIST	57
22	47449957	22	47451150	DIST	60
12	126225987	12	126226724	DIST	61
18	64379658	18	64380435	DIST	64
12	56507113	15	36538358	DIST	41
15	96634377	15	96635218	DIST	64
9	106856547	9	106857486	RR	47
10	128595373	10	128595906	DIST	61
5	21608897	6	57683712	DIST	45
19	62726187	19	62726832	DIST	64
16	735990	16	736737	DIST	64
9	78109191	9	78111975	DIST	45
16	59467346	16	59471664	DIST	58
10	5626954	10	5677385	DIST	67
5	42599751	5	42600314	DIST	64
20	21797772	20	21798477	DIST	64
2	151749363	2	151750077	DIST	64
10	132715881	10	132716412	DIST	61
10	132798848	10	132802998	DIST	58
18	74298041	18	74299513	DIST	64
14	103535397	14	103535945	DIST	64
1	191501793	1	191502456	DIST	64
17	6815177	17	6815897	DIST	51
20	62192465	20	62193157	DIST	57
4	171598997	4	171599572	DIST	63
23	1574177	23	1574838	DIST	57
13	112547208	13	112548222	DIST	59
9	91276171	9	91276718	DIST	63
2	10257821	2	10258425	DIST	63
22	19280412	22	19284041	DIST	48
7	144694043	7	144694626	DIST	63
21	42371198	21	42371933	DIST	66
12	125778679	12	125779278	DIST	63
2	34548951	2	34590108	DIST	40
18	57823465	18	57825354	DIST	60
12	94864076	12	94867125	DIST	60
5	1977408	5	1978432	DIST	63
6	119118708	6	119120739	DIST	60
4	9820107	4	9843792	DIST	63
23	1997031	23	1997817	DIST	63
17	72498930	17	72499482	DIST	63
19	6938079	19	6938852	DIST	58
17	70240504	17	70241214	DIST	43
19	4569325	19	4570726	DIST	57
2	33077603	2	33080824	DIST	63
3	86295677	3	86296424	DIST	63
9	135560006	9	135560538	DIST	51
12	130681961	12	130682557	DIST	58
14	105152222	14	105171232	RF	47
9	459350	9	459918	DIST	54
3	26407244	6	26302092	DIST	57
13	73255170	13	73258586	DIST	63
7	150688543	7	150689109	DIST	66
16	54356729	16	54420162	RR	46
23	1393332	23	1393960	DIST	66
6	34045706	6	34051010	DIST	51
18	74270415	18	74271065	DIST	60
22	35473030	22	35478153	DIST	40
3	41793015	3	41796856	DIST	63
23	137098473	23	137099141	DIST	60
8	121603118	8	121603787	DIST	66
6	43493722	6	43494256	DIST	63
19	57787461	19	57789502	DIST	66
8	142426760	8	142427590	DIST	60
9	28024175	9	28147989	DIST	63
13	110891712	13	110892249	DIST	54
8	10728354	8	10728908	DIST	60
3	195879816	3	195881830	DIST	54
7	22401072	7	22403388	DIST	63
1	25966924	1	25967488	RF	36
18	13876887	18	13877483	DIST	60
1	60833190	1	60834927	RF	63
6	167628795	6	167629368	DIST	57
16	77433976	16	77435289	DIST	54
3	52907383	3	52907918	DIST	60
9	83157351	9	83160510	DIST	61
2	34682237	2	34682913	DIST	60
6	96959446	6	96960218	DIST	54
3	147873451	3	147877811	RF	47
10	44742949	10	44744321	DIST	54
7	81279378	7	81280696	DIST	54
11	36734248	11	36734969	DIST	63
4	114205075	4	114205964	DIST	63
10	115530892	10	115531577	DIST	57
22	47463985	22	47464670	DIST	66
9	123681764	9	123682311	DIST	45
17	27627720	17	27628333	DIST	60
9	139892406	9	139897255	DIST	60
11	2171538	11	2172235	DIST	51
1	3071711	1	3072433	DIST	60
19	58113670	19	58116109	DIST	47
6	7686455	6	7687013	DIST	57
12	80663518	12	80668534	DIST	63
8	140083013	8	140083546	DIST	60
19	61282967	19	61283883	DIST	63
23	1870773	23	1871734	DIST	44
1	226428206	1	226428936	DIST	51
17	35631227	17	35632136	DIST	60
10	132207144	10	132207730	DIST	60
11	10249254	11	10250776	DIST	60
19	21751325	19	21751900	DIST	63
4	15934088	4	15934635	DIST	45
10	27038658	10	27042231	DIST	61
18	2604107	18	2604668	DIST	61
10	122690717	10	122691436	DIST	61
8	1763814	8	1764467	DIST	57
7	158133520	7	158134279	DIST	61
14	22991744	14	22992504	DIST	49
8	72377241	8	72380731	DIST	54
12	39429524	12	39430217	DIST	60
9	100517038	22	30905957	DIST	44
6	89978074	6	89978933	DIST	57
2	127391048	2	127394010	DIST	63
8	141040133	8	141040716	DIST	54
20	59649993	20	59650614	DIST	57
8	39351028	8	39506585	DIST	51
19	60733383	19	60734123	DIST	54
9	93435276	9	93443180	DIST	63
7	22439153	7	22439758	DIST	63
6	106615453	6	106616025	DIST	60
15	37159496	15	37161024	DIST	52
23	2224413	23	2225090	DIST	57
2	153706124	17	71888876	DIST	54
19	9791930	19	9792475	DIST	47
6	4981872	6	4984226	DIST	63
13	64535696	13	64536504	DIST	63
13	22573546	13	22574081	DIST	48
13	41843959	13	41844719	DIST	63
9	112070170	9	112077064	RF	41
4	105113205	4	105114271	DIST	64
1	192783956	1	192784581	DIST	67
18	4525185	18	4526947	DIST	60
1	4480597	1	4481178	DIST	57
3	48932716	3	48934086	DIST	60
8	40408638	8	40415573	DIST	63
7	81196207	7	81196893	DIST	64
7	97334032	7	97334789	DIST	47
3	72633941	3	72634495	DIST	50
19	23112226	19	23112970	DIST	63
4	190062802	4	190063579	DIST	57
17	21174097	17	21174632	DIST	60
18	73214281	18	73214865	DIST	54
12	69819308	12	69820158	RR	57
18	47698483	18	47699037	DIST	63
4	16421237	4	16421815	DIST	63
1	180540952	17	71831099	DIST	63
11	58350590	11	58352828	DIST	63
8	128680424	8	128680956	DIST	46
2	66358837	2	66361235	DIST	66
12	14836595	12	14837126	DIST	57
2	15736472	2	15737128	DIST	66
13	29052507	13	29053406	DIST	66
10	11985223	10	11985972	DIST	64
6	5843375	6	5844170	DIST	64
6	149674060	6	149674660	DIST	64
19	16075632	19	16076171	DIST	45
4	162273424	4	162282841	DIST	45
8	143189341	8	143189904	DIST	61
5	101755031	5	101757636	FF	61
8	1888543	8	1889092	DIST	60
1	5994715	1	5995396	DIST	60
23	97050009	23	97051251	DIST	61
3	96948106	3	96953536	DIST	37
23	122200016	23	122201271	DIST	64
6	24433134	6	24436015	DIST	54
12	129696504	12	129697035	DIST	48
6	24792164	22	31258335	DIST	57
16	932343	16	932912	DIST	63
5	1223278	5	1223918	DIST	63
3	196036901	3	196037972	DIST	60
23	66020164	23	66020697	DIST	66
8	60803767	8	60804358	DIST	37
20	4755094	20	4756251	DIST	57
20	32705223	20	32708040	DIST	61
6	163667887	6	163668463	DIST	58
21	44443401	21	44445348	DIST	64
22	16437548	22	16440682	DIST	64
5	136882341	5	136884463	DIST	45
6	167437525	6	167438059	DIST	64
11	25985646	11	25986312	DIST	58
13	54839048	13	54839786	DIST	64
22	15366084	22	15367260	DIST	61
19	58380839	19	58384042	DIST	54
6	32737628	6	32834939	DIST	37
3	197540036	3	197541389	DIST	60
11	61598333	14	80856872	DIST	63
8	584242	8	589697	DIST	57
1	13766753	1	13767327	DIST	63
3	32395395	3	32395932	DIST	61
9	129940552	9	129942026	DIST	61
8	96459915	8	96460587	DIST	64
23	89417560	24	3772425	DIST	52
7	150093702	7	150094486	DIST	64
5	169877188	5	169877719	DIST	52
23	80928998	23	80929999	DIST	47
1	244994652	1	244995194	DIST	64
10	107242633	10	107243372	DIST	64
11	6557225	11	6557870	DIST	64
6	32669905	6	32672930	DIST	64
17	67568063	17	67568704	DIST	64
7	100787694	7	100792363	DIST	64
1	244221573	1	244222330	DIST	41
5	65063743	5	65066432	DIST	64
13	110127734	13	110128305	DIST	43
5	159282508	23	66899320	DIST	64
12	96078490	12	96079246	DIST	64
9	98102353	9	98103103	DIST	67
9	33202752	9	33204042	DIST	64
4	170514965	4	170515809	DIST	64
6	35734259	6	35737979	DIST	64
7	14417687	7	14418222	DIST	67
4	172610655	4	172616078	DIST	64
7	158281947	7	158282523	DIST	64
12	37260784	12	37261484	DIST	64
8	2639511	8	2640144	DIST	47
12	130397327	12	130672691	RR	45
7	152205580	7	152211564	DIST	41
10	31483123	10	31485070	DIST	39
8	25509589	8	25510155	DIST	63
16	76928934	16	76942554	DIST	63
3	47465269	3	47468471	DIST	63
6	31319379	6	31321294	DIST	60
22	39123904	22	39125359	DIST	58
6	23850829	6	23853936	DIST	60
20	5006027	20	5006562	DIST	54
1	185982320	1	185989169	DIST	63
8	118944462	8	118945119	RR	60
11	68553975	11	68554514	DIST	63
2	146578758	2	146593397	DIST	51
2	61554520	2	61556848	RR	66
8	10700444	8	10701160	DIST	51
14	30883556	14	30884164	DIST	63
18	62057887	18	62062901	DIST	60
16	13851466	16	13851998	DIST	66
17	62950915	17	62951677	DIST	60
1	25030998	1	25034255	DIST	63
1	65796523	1	65802954	DIST	63
7	65227035	7	65229724	DIST	63
2	54418926	2	54421321	DIST	46
17	7464771	17	7465700	DIST	49
19	4461975	19	4462798	DIST	54
9	95769777	9	95770432	DIST	64
1	109415772	1	109416322	DIST	63
8	1385191	8	1386126	DIST	54
7	52457650	22	25237691	DIST	37
16	77485960	16	77652762	DIST	60
13	111898689	13	111899687	DIST	63
1	215524192	1	215525026	DIST	57
9	139373201	9	139376080	DIST	63
3	6405025	3	6405755	DIST	63
18	11816005	18	11816544	DIST	54
16	7219607	16	7220146	DIST	52
12	118385936	12	118386698	DIST	58
19	53064221	19	53066187	DIST	51
10	47114320	10	47135902	RR	57
2	29081747	2	29082279	DIST	41
1	196160456	1	196161151	DIST	63
5	11869667	5	11870586	DIST	60
11	10216354	11	10218047	DIST	60
7	101120512	7	101121235	DIST	60
15	51986910	15	51990577	DIST	54
3	44715923	3	44716943	FF	60
14	104809077	14	104809853	DIST	54
12	93767846	12	93768692	DIST	42
3	115948794	3	115949498	DIST	54
11	133750770	11	133751408	DIST	63
18	43633369	18	43633981	DIST	63
6	74670151	6	74677375	DIST	46
22	44102457	22	44103233	DIST	40
8	62197717	8	62198665	DIST	63
7	63952950	7	63955621	DIST	63
18	75640941	18	75641691	DIST	54
12	47011651	12	47014991	DIST	63
2	48704634	2	48711796	DIST	63
1	43831564	1	43832307	FF	51
4	77167559	4	77168246	DIST	66
11	69660071	11	69662446	DIST	63
23	1851856	23	1852520	DIST	53
1	36505728	1	36506390	DIST	57
18	33171891	18	33172432	DIST	66
14	64429891	14	64433463	DIST	63
12	123373623	12	123374161	DIST	64
23	66250378	23	66250977	DIST	66
12	79097723	12	79098260	DIST	51
